"NOM_RBD","RBD","REGION_RBD","MATRICULADOS","PTJE_PROM","POSTULANTES","EGRESADOS_2024","PCNTJE_EGRESADOS_2024","POSTULANTES_UAI","PCNTJE_POSTULANTES_UAI","TOTAL_MUJERES_POST","PCNTJE_MUJERES_POST","POST_MUJERES_UAI","PCNTJE_POST_MUJERES_UAI","MATRICULADOS_UAI","PCNTJE_MATRICULADOS_UAI","TOTAL_MUJERES_MATRI","PCNTJE_MUJERES_MATRI","MATRI_MUJERES_UAI","PCNTJE_MATRI_MUJERES_UAI","Grupo.1..1.3.","Grupo.2..4.6.","Grupo.3..7.9.","Grupo.4..No.responde.","Otro","POST_COMPETENCIA1","PCNTJE_POST_COMPETENCIA1","POST_COMPETENCIA2","PCNTJE_POST_COMPETENCIA2","MATRI_COMPETENCIA1","PCNTJE_MATRI_COMPETENCIA1","MATRI_COMPETENCIA2","PCNTJE_MATRI_COMPETENCIA2","POST_UAI_FILTRADO","PCNTJE_POST_UAI_FILTRADO","POST_COMERCIAL","PCNTJE_COMERCIAL_POST","POST_COMERCIAL_UAI","PCNTJE_COMERCIAL_UAI_POST","POST_COMERCIAL_COMPT1","PCNTJE_COMERCIAL_COMPT1_POST","POST_COMERCIAL_COMPT2","PCNTJE_COMERCIAL_COMPT2_POST","POST_ING_CIVIL","PCNTJE_ING_CIVIL_POST","POST_ING_CIVIL_UAI","PCNTJE_ING_CIVIL_UAI_POST","POST_ING_CIVIL_COMPT1","PCNTJE_ING_CIVIL_COMPT1_POST","POST_ING_CIVIL_COMPT2","PCNTJE_ING_CIVIL_COMPT2_POST","POST_DERECHO","PCNTJE_DERECHO_POST","POST_DERECHO_UAI","PCNTJE_DERECHO_UAI_POST","POST_DERECHO_COMPT1","PCNTJE_DERECHO_COMPT1_POST","POST_DERECHO_COMPT2","PCNTJE_DERECHO_COMPT2_POST","POST_PSICOLOGIA","PCNTJE_PSICOLOGIA_POST","POST_PSICOLOGIA_UAI","PCNTJE_PSICOLOGIA_UAI_POST","POST_PSICOLOGIA_COMPT1","PCNTJE_PSICOLOGIA_COMPT1_POST","POST_PSICOLOGIA_COMPT2","PCNTJE_PSICOLOGIA_COMPT2_POST","POST_PERIODISMO","PCNTJE_PERIODISMO_POST","POST_PERIODISMO_UAI","PCNTJE_PERIODISMO_UAI_POST","POST_PERIODISMO_COMPT1","PCNTJE_PERIODISMO_COMPT1_POST","POST_PERIODISMO_COMPT2","PCNTJE_PERIODISMO_COMPT2_POST","POST_COMPT1_FILTRADO","PCNTJE_COMPT1_POST_FILTRADO","POST_COMPT2_FILTRADO","PCNTJE_COMPT2_POST_FILTRADO","MATRI_UAI_FILTRADO","PCNTJE_MATRI_UAI_FILTRADO","MATRI_COMERCIAL","PCNTJE_COMERCIAL_MATRI","MATRI_COMERCIAL_UAI","PCNTJE_COMERCIAL_UAI_MATRI","MATRI_COMERCIAL_COMPT1","PCNTJE_COMERCIAL_COMPT1_MATRI","MATRI_COMERCIAL_COMPT2","PCNTJE_COMERCIAL_COMPT2_MATRI","MATRI_ING_CIVIL","PCNTJE_ING_CIVIL_MATRI","MATRI_ING_CIVIL_UAI","PCNTJE_ING_CIVIL_UAI_MATRI","MATRI_ING_CIVIL_COMPT1","PCNTJE_ING_CIVIL_COMPT1_MATRI","MATRI_ING_CIVIL_COMPT2","PCNTJE_ING_CIVIL_COMPT2_MATRI","MATRI_DERECHO","PCNTJE_DERECHO_MATRI","MATRI_DERECHO_UAI","PCNTJE_DERECHO_UAI_MATRI","MATRI_DERECHO_COMPT1","PCNTJE_DERECHO_COMPT1_MATRI","MATRI_DERECHO_COMPT2","PCNTJE_DERECHO_COMPT2_MATRI","MATRI_PSICOLOGIA","PCNTJE_PSICOLOGIA_MATRI","MATRI_PSICOLOGIA_UAI","PCNTJE_PSICOLOGIA_UAI_MATRI","MATRI_PSICOLOGIA_COMPT1","PCNTJE_PSICOLOGIA_COMPT1_MATRI","MATRI_PSICOLOGIA_COMPT2","PCNTJE_PSICOLOGIA_COMPT2_MATRI","MATRI_PERIODISMO","PCNTJE_PERIODISMO_MATRI","MATRI_PERIODISMO_UAI","PCNTJE_PERIODISMO_UAI_MATRI","MATRI_PERIODISMO_COMPT1","PCNTJE_PERIODISMO_COMPT1_MATRI","MATRI_PERIODISMO_COMPT2","PCNTJE_PERIODISMO_COMPT2_MATRI","MATRI_COMPT1_FILTRADO","PCNTJE_COMPT1_MATRI_FILTRADO","MATRI_COMPT2_FILTRADO","PCNTJE_COMPT2_MATRI_FILTRADO","LATITUD","LONGITUD","locacion","cluster_carreras_general","cluster_vero_sf_post","cluster_vero_sf_matri","cluster_comercial_post_c5","cluster_civil_post_c2","cluster_derecho_post","cluster_derecho_matri","cluster_psicologia_post","cluster_psicologia_matri","cluster_periodismo_post","cluster_periodismo_matri","DIRECCION","COMUNA","PROVINCIA","NUMERO","REFERENCIA"
"LICEO PROFESORA GLADYS VALENZUELA",10091,13,12,"762,059666666667",31,0,0,0,"0",19,"61,29",0,"0",0,"0",7,"58,33",0,"0",3,2,1,6,0,24,"77,42",3,"9,68",8,"66,67",0,"0",0,"0",3,"9,68",0,0,1,"3,23",0,"0",8,"25,81",0,0,8,"25,81",0,"0",12,"38,71",0,"0",6,"19,35",2,"6,45",1,"3,23",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",15,"48,39",2,"6,45",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",NA,NA,",",2,4,1,0,2,1,3,4,4,2,4,"","","",NA,""
"LICEO PUBLICO BICENTENARIO DE EXCELENCIA CLAUDIO ARRAU LEON",6497,9,54,"734,431740740741",97,0,0,1,"1,03",71,"73,2",1,"1,41",0,"0",39,"72,22",0,"0",36,9,3,4,2,8,"8,25",0,"0",0,"0",0,"0",1,"1,03",5,"5,15",0,0,0,"0",0,"0",15,"15,46",0,0,2,"2,06",0,"0",33,"34,02",0,"0",2,"2,06",0,"0",51,"52,58",0,0,0,"0",0,"0",11,"11,34",1,"1,03",3,"3,09",0,"0",7,"7,22",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"1,85",0,0,0,"0",0,"0",5,"9,26",0,"0",0,"0",0,"0",2,"3,7",0,0,0,"0",0,"0",1,"1,85",0,"0",0,"0",0,"0",0,"0",0,"0",-38.71265,-73.159981,"-38.71265,-73.159981",6,3,4,0,0,2,4,4,6,2,1,"ALMAGRO","CARAHUE","CAUTÃN NORTE",648,"LICEO SE UBICA FRENTE AL HOSPITAL DE CARAHUE."
"LICEO PUENTE ALTO",10452,13,22,"656,771272727273",43,0,0,0,"0",29,"67,44",0,"0",0,"0",14,"63,64",0,"0",8,5,1,8,0,25,"58,14",2,"4,65",5,"22,73",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",4,"9,3",0,0,3,"6,98",0,"0",1,"2,33",0,"0",0,"0",0,"0",4,"9,3",0,0,0,"0",0,"0",2,"4,65",0,"0",0,"0",0,"0",3,"6,98",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"4,55",0,"0",0,"0",0,"0",0,"0",0,"0",-33.606135,-70.577718,"-33.606135,-70.577718",3,4,4,0,0,4,2,3,2,5,2,"ERNESTO ALVEAR","PUENTE ALTO","CORDILLERA",90,"DOS CUADRAS AL NORTE DESDE METRO PLAZA PUENTE ALTO"
"LICEO PULMAHUE DE LA LIGUA",1121,5,25,"710,10584",44,0,0,1,"2,27",19,"43,18",0,"0",0,"0",11,"44",0,"0",7,2,3,13,0,30,"68,18",8,"18,18",5,"20",3,"12",2,"4,55",11,"25",0,0,10,"22,73",7,"15,91",56,"127,27",0,0,44,"100",7,"15,91",28,"63,64",2,"4,55",12,"27,27",8,"18,18",7,"15,91",0,0,6,"13,64",7,"15,91",2,"4,55",0,"0",2,"4,55",7,"15,91",74,"168,18",1,"2,27",0,"0",1,"4",0,0,1,"4",3,"12",5,"20",0,0,3,"12",3,"12",4,"16",0,"0",1,"4",3,"12",1,"4",0,0,0,"0",3,"12",0,"0",0,"0",0,"0",3,"12",5,"20",0,"0",-32.44585,-71.230652,"-32.44585,-71.230652",1,4,1,0,0,3,5,2,7,5,6,"PEDRO POLANCO","LA LIGUA","QUILLOTA",480,""
"LICEO PUNTA DE RIELES",22012,10,9,"685,680333333333",22,0,0,0,"0",14,"63,64",0,"0",0,"0",3,"33,33",0,"0",3,2,0,4,0,2,"9,09",0,"0",0,"0",0,"0",0,"0",6,"27,27",0,0,0,"0",0,"0",15,"68,18",0,0,0,"0",0,"0",1,"4,55",0,"0",0,"0",0,"0",6,"27,27",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",3,"33,33",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-41.398571,-73.461952,"-41.398571,-73.461952",5,2,4,1,0,4,2,3,2,5,2,"BLANCO ENCALADA","LOS MUERMOS","LLANQUIHUE",199,"DOS CUADRAS A LA PLAZA DE ARMAS Y DE LA ILUSTRE MUNICIPALIDAD DE LOS MUERMOS"
"LICEO RADOMIRO TOMIC ROMERO",12961,2,7,"664,957142857143",11,0,0,1,"9,09",5,"45,45",0,"0",0,"0",2,"28,57",0,"0",4,1,0,2,0,4,"36,36",1,"9,09",0,"0",0,"0",0,"0",6,"54,55",0,0,0,"0",0,"0",1,"9,09",0,0,0,"0",0,"0",1,"9,09",0,"0",1,"9,09",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"9,09",0,"0",0,"0",2,"28,57",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",NA,NA,"-22.44895,-68.927322",5,2,4,1,0,4,2,3,2,5,2,"PASAJE RAMON FREIRE","CALAMA","EL LOA",3107,"POBLACIÃN PRAT"
"LICEO RAFAEL SOTOMAYOR",8819,13,40,"673,48625",69,0,0,8,"11,59",32,"46,38",3,"9,38",0,"0",15,"37,5",0,"0",6,6,14,12,2,45,"65,22",23,"33,33",7,"17,5",6,"15",2,"2,9",7,"10,14",0,0,2,"2,9",0,"0",25,"36,23",0,0,15,"21,74",0,"0",25,"36,23",1,"1,45",6,"8,7",7,"10,14",7,"10,14",0,0,0,"0",0,"0",14,"20,29",1,"1,45",4,"5,8",2,"2,9",27,"39,13",9,"13,04",0,"0",1,"2,5",0,0,1,"2,5",0,"0",4,"10",0,0,0,"0",0,"0",1,"2,5",0,"0",0,"0",0,"0",2,"5",0,0,0,"0",0,"0",2,"5",0,"0",1,"2,5",0,"0",2,"5",0,"0",-33.395163,-70.554169,"-33.395163,-70.554169",4,5,4,0,0,1,2,3,2,5,3,"LAS TRANQUERAS","LAS CONDES","SANTIAGO ORIENTE",726,"ESQUINA PRESIDENTE RIESCO"
"LICEO RAHUE",7328,10,26,"702,881230769231",37,0,0,0,"0",29,"78,38",0,"0",0,"0",21,"80,77",0,"0",13,6,2,5,0,6,"16,22",1,"2,7",0,"0",0,"0",0,"0",10,"27,03",0,0,0,"0",0,"0",10,"27,03",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",15,"40,54",0,0,0,"0",0,"0",3,"8,11",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"3,85",0,0,0,"0",0,"0",1,"3,85",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",2,"7,69",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-40.577839,-73.163918,"-40.577839,-73.163918",6,3,4,0,0,2,4,3,6,5,1,"AVENIDA PACIFICO","OSORNO","OSORNO",1360,"RAHUE ALTO"
"LICEO RALCO",18037,8,8,"635,74375",16,0,0,0,"0",12,"75",0,"0",0,"0",5,"62,5",0,"0",7,1,0,0,0,1,"6,25",0,"0",0,"0",0,"0",0,"0",8,"50",0,0,0,"0",0,"0",9,"56,25",0,0,0,"0",0,"0",1,"6,25",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"12,5",0,0,0,"0",0,"0",1,"12,5",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-37.87896,-71.640213,"-37.87896,-71.640213",5,2,4,1,0,4,2,3,2,5,2,"AVENIDA ALTO BIO BIO","ALTO BIOBÃO","BIOBÃO",820,"VILLA RALCO S/N  ENTRADA PRINCIPAL DE LA VILLA RALCO."
"LICEO RAUL BROUSSAIN CAMPINO",24203,11,19,"682,605263157895",29,0,0,0,"0",18,"62,07",0,"0",0,"0",13,"68,42",0,"0",6,5,4,4,0,8,"27,59",0,"0",1,"5,26",0,"0",0,"0",7,"24,14",0,0,3,"10,34",0,"0",14,"48,28",0,0,6,"20,69",0,"0",15,"51,72",0,"0",4,"13,79",0,"0",16,"55,17",0,0,0,"0",0,"0",19,"65,52",0,"0",0,"0",0,"0",13,"44,83",0,"0",0,"0",1,"5,26",0,0,0,"0",0,"0",1,"5,26",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"5,26",0,0,0,"0",0,"0",3,"15,79",0,"0",0,"0",0,"0",0,"0",0,"0",-45.405048,-72.696274,"-45.405048,-72.696274",4,2,4,0,0,1,2,3,2,5,2,"SARGENTO ALDEA","AYSÃN","COYHAIQUE",850,"CENTRO DE LA CIUDAD DE PUERTO AYSEN."
"LICEO RAYEN MAPU",8255,10,38,"694,748684210526",61,0,0,0,"0",42,"68,85",0,"0",0,"0",29,"76,32",0,"0",22,7,6,3,0,7,"11,48",1,"1,64",1,"2,63",0,"0",0,"0",6,"9,84",0,0,0,"0",0,"0",22,"36,07",0,0,0,"0",0,"0",15,"24,59",0,"0",2,"3,28",1,"1,64",14,"22,95",0,0,0,"0",0,"0",1,"1,64",0,"0",0,"0",0,"0",2,"3,28",1,"1,64",0,"0",0,"0",0,0,0,"0",0,"0",1,"2,63",0,0,0,"0",0,"0",2,"5,26",0,"0",0,"0",0,"0",1,"2,63",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-43.11462,-73.623772,"-43.11462,-73.623772",6,2,4,0,0,2,4,3,6,5,1,"PRESIDENTE IBAÃEZ","QUELLÃN","CHILOÃ",560,""
"LICEO REBECA MATTE BELLO",4585,8,14,"714,660714285714",22,0,0,0,"0",13,"59,09",0,"0",0,"0",8,"57,14",0,"0",7,2,3,1,1,0,"0",1,"4,55",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",6,"27,27",0,0,0,"0",0,"0",8,"36,36",0,"0",0,"0",0,"0",2,"9,09",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-36.81382,-73.055283,"-36.81382,-73.055283",3,3,4,0,0,2,4,3,6,5,1,"CASTELLON","CONCEPCIÃN","CONCEPCIÃN",1603,"CASTELLÃN  ESQUINA  ARGENTINA"
"LICEO REINO DE DINAMARCA",9889,13,16,"729,87625",42,0,0,0,"0",31,"73,81",0,"0",0,"0",14,"87,5",0,"0",7,3,4,2,0,24,"57,14",3,"7,14",3,"18,75",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",3,"7,14",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"6,25",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-33.507185,-70.782597,"-33.507185,-70.782597",3,4,4,0,0,2,4,4,6,2,1,"GERMAN GREVES","MAIPÃ","SANTIAGO PONIENTE",265,"GERMAN GREVES 265 RINCONADA DE MAIPÃ"
"LICEO REINO DE SUECIA",6452,9,10,"704,668",21,0,0,0,"0",12,"57,14",0,"0",0,"0",6,"60",0,"0",7,1,1,1,0,1,"4,76",0,"0",0,"0",0,"0",0,"0",10,"47,62",0,0,0,"0",0,"0",8,"38,1",0,0,0,"0",0,"0",4,"19,05",0,"0",0,"0",0,"0",5,"23,81",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"10",0,0,0,"0",0,"0",1,"10",0,0,0,"0",0,"0",1,"10",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-38.783981,-73.396873,"-38.783981,-73.396873",5,3,4,1,0,2,4,3,6,5,1,"MAIPU","SAAVEDRA","CAUTÃN NORTE",178,"FRENTE A LA PLAZA ANTIGUA"
"LICEO RENE DESCARTES",14284,5,49,"699,528571428571",93,0,0,4,"4,3",67,"72,04",2,"2,99",0,"0",33,"67,35",0,"0",18,9,7,15,0,59,"63,44",37,"39,78",16,"32,65",16,"32,65",1,"1,08",4,"4,3",0,0,3,"3,23",55,"59,14",31,"33,33",0,0,31,"33,33",55,"59,14",32,"34,41",1,"1,08",13,"13,98",55,"59,14",21,"22,58",0,0,12,"12,9",55,"59,14",2,"2,15",0,"0",2,"2,15",55,"59,14",61,"65,59",0,"0",0,"0",0,"0",0,0,0,"0",16,"32,65",7,"14,29",0,0,7,"14,29",16,"32,65",3,"6,12",0,"0",0,"0",16,"32,65",3,"6,12",0,0,0,"0",16,"32,65",2,"4,08",0,"0",2,"4,08",16,"32,65",9,"18,37",0,"0",-33.024101,-71.562759,"-33.024101,-71.562759",6,5,3,0,0,7,5,1,1,1,6,"VISTA HERMOSA","VIÃA DEL MAR","VALPARAÃSO",19,"INGRESO SE REALIZA POR CALLE VISTA HERMOSA AL LADO DE TIENDA DE LAMPARAS EGLOS.  CERRO CASTILLO"
"LICEO REPUBLICA DE BRASIL",8535,13,12,"712,1875",25,0,0,0,"0",16,"64",0,"0",0,"0",7,"58,33",0,"0",5,4,1,2,0,15,"60",3,"12",2,"16,67",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",4,"16",0,0,2,"8",0,"0",9,"36",0,"0",1,"4",1,"4",0,"0",0,0,0,"0",0,"0",1,"4",0,"0",0,"0",0,"0",3,"12",1,"4",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"8,33",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"8,33",0,"0",0,"0",0,"0",0,"0",0,"0",-33.472059,-70.659262,"-33.472059,-70.659262",3,4,4,0,0,2,4,3,6,5,1,"LUIS COUSIÃO","SANTIAGO","SANTIAGO CENTRO",1984,"LUIS COUSIÃO CON GENERAL GANA    (LADO SUR PARQUE O`HIGGINS)"
"LICEO REPUBLICA DE GRECIA",10699,13,34,"669,382352941176",55,0,0,0,"0",34,"61,82",0,"0",0,"0",22,"64,71",0,"0",4,1,2,26,1,45,"81,82",3,"5,45",12,"35,29",0,"0",0,"0",2,"3,64",0,0,2,"3,64",0,"0",8,"14,55",0,0,5,"9,09",0,"0",18,"32,73",0,"0",16,"29,09",0,"0",1,"1,82",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",23,"41,82",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",2,"5,88",0,"0",1,"2,94",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"2,94",0,"0",-33.664444,-70.923809,"-33.664444,-70.923809",3,4,1,0,0,3,2,3,2,5,2,"BALMACEDA","TALAGANTE","TALAGANTE",1133,""
"LICEO REPUBLICA DE ITALIA",2319,6,15,"665,483333333333",31,0,0,0,"0",17,"54,84",0,"0",0,"0",10,"66,67",0,"0",8,2,3,2,0,10,"32,26",1,"3,23",1,"6,67",0,"0",0,"0",1,"3,23",0,0,0,"0",0,"0",1,"3,23",0,0,0,"0",0,"0",4,"12,9",0,"0",0,"0",0,"0",6,"19,35",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"6,67",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-34.353062,-70.964691,"-34.353062,-70.964691",3,2,4,0,0,4,2,3,2,5,2,"JAIME BARRIENTOS SOTO","QUINTA DE TILCOCO","CACHAPOAL",303,"LICEO DIVIDIDO EN DOS DIRECCIONES DIFERENTES ENSEÃANZA BÃSICA Y PRE BÃSICA EN AVENIDA CASTRO NÂº 151 Y ENSEÃANZA MEDIA Y ADULTOS CALLE JAIME BARRIENTOS SOTO NÂº 303"
"LICEO REPUBLICA DE ITALIA",10727,13,7,"724,065428571429",14,0,0,1,"7,14",9,"64,29",0,"0",0,"0",3,"42,86",0,"0",6,0,1,0,0,9,"64,29",1,"7,14",0,"0",0,"0",0,"0",1,"7,14",0,0,1,"7,14",0,"0",0,"0",0,0,0,"0",0,"0",7,"50",0,"0",4,"28,57",0,"0",1,"7,14",0,0,0,"0",0,"0",1,"7,14",0,"0",0,"0",0,"0",5,"35,71",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-34.353062,-70.964691,"-34.353062,-70.964691",2,4,4,0,4,3,4,4,6,2,1,"JAIME BARRIENTOS SOTO","QUINTA DE TILCOCO","CACHAPOAL",303,"LICEO DIVIDIDO EN DOS DIRECCIONES DIFERENTES ENSEÃANZA BÃSICA Y PRE BÃSICA EN AVENIDA CASTRO NÂº 151 Y ENSEÃANZA MEDIA Y ADULTOS CALLE JAIME BARRIENTOS SOTO NÂº 303"
"LICEO REPUBLICA DE SIRIA",9100,13,108,"772,426851851852",158,0,0,10,"6,33",73,"46,2",1,"1,37",2,"1,85",46,"42,59",0,"0",27,24,31,21,5,136,"86,08",29,"18,35",59,"54,63",3,"2,78",4,"2,53",7,"4,43",0,0,2,"1,27",2,"1,27",51,"32,28",0,0,43,"27,22",2,"1,27",70,"44,3",4,"2,53",30,"18,99",6,"3,8",5,"3,16",0,0,0,"0",2,"1,27",16,"10,13",0,"0",10,"6,33",2,"1,27",85,"53,8",4,"2,53",2,"1,85",1,"0,93",0,0,0,"0",0,"0",9,"8,33",0,0,6,"5,56",0,"0",13,"12,04",2,"1,85",3,"2,78",1,"0,93",0,"0",0,0,0,"0",0,"0",1,"0,93",0,"0",1,"0,93",0,"0",10,"9,26",1,"0,93",-33.455733,-70.574342,"-33.455733,-70.574342",2,5,1,0,2,5,3,4,4,2,4,"FRANCISCO VILLAGRA","ÃUÃOA","SANTIAGO ORIENTE",185,""
"LICEO REPÚBLICA DE ITALIA ARTURO BONOMETTI BROGI",3662,16,13,"711,746153846154",26,0,0,1,"3,85",17,"65,38",0,"0",0,"0",6,"46,15",0,"0",9,0,2,2,0,4,"15,38",0,"0",0,"0",0,"0",0,"0",4,"15,38",0,0,1,"3,85",0,"0",2,"7,69",0,0,0,"0",0,"0",5,"19,23",0,"0",3,"11,54",0,"0",10,"38,46",0,0,0,"0",0,"0",4,"15,38",0,"0",0,"0",0,"0",4,"15,38",0,"0",0,"0",1,"7,69",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"7,69",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"7,69",0,"0",0,"0",0,"0",0,"0",0,"0",NA,NA,",",6,3,4,0,0,1,4,3,6,5,1,"","","",NA,""
"LICEO REPÚBLICA DEL ECUADOR",4830,8,47,"669,741489361702",81,0,0,0,"0",41,"50,62",0,"0",0,"0",28,"59,57",0,"0",20,8,8,11,0,6,"7,41",9,"11,11",1,"2,13",2,"4,26",0,"0",2,"2,47",0,0,0,"0",0,"0",49,"60,49",0,0,1,"1,23",0,"0",23,"28,4",0,"0",0,"0",4,"4,94",10,"12,35",0,0,0,"0",0,"0",2,"2,47",0,"0",0,"0",0,"0",1,"1,23",4,"4,94",0,"0",1,"2,13",0,0,0,"0",0,"0",6,"12,77",0,0,0,"0",0,"0",3,"6,38",0,"0",0,"0",1,"2,13",1,"2,13",0,0,0,"0",0,"0",1,"2,13",0,"0",0,"0",0,"0",0,"0",1,"2,13",NA,NA,",",3,2,4,0,0,4,2,3,2,5,2,"","","",NA,""
"LICEO REQUINOA",40025,6,17,"726,034235294118",38,0,0,0,"0",20,"52,63",0,"0",0,"0",7,"41,18",0,"0",7,3,4,3,0,12,"31,58",2,"5,26",1,"5,88",0,"0",0,"0",2,"5,26",0,0,0,"0",1,"2,63",13,"34,21",0,0,7,"18,42",1,"2,63",6,"15,79",0,"0",0,"0",1,"2,63",8,"21,05",0,0,0,"0",1,"2,63",1,"2,63",0,"0",0,"0",1,"2,63",7,"18,42",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",2,"11,76",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-34.2853559,-70.8195171," ESQUINA EMILIO VALDÃS"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-34.280121",3,3,4,0,0,2,4,4,6,2,1,"PABLO RUBIO","REQUÃNOA","CACHAPOAL",501,"PABLO RUBIO, ESQUINA EMILIO VALDÃS"
